checked_url,check_category,severity,reported_value,expected_value,original_finding,source_report,normalized_interpretation,confidence,notes
https://ambimat.com/choosing-the-right-surface-finish-for-your-pcb-project-based-on-application/,audit/metadata,medium,Duplicate title across 4 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 4 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/choosing-the-right-surface-finish-for-your-pcb-project-based-on-application/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/holistic-iot-security-architecture-for-smart%e2%80%91city-street%e2%80%91light-controllers/,audit/metadata,medium,Duplicate title across 2 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 2 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/holistic-iot-security-architecture-for-smart%e2%80%91city-street%e2%80%91light-controllers/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/about/,audit/metadata,medium,Duplicate title across 2 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 2 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/about/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/success-stories/,audit/metadata,medium,Duplicate title across 2 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 2 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/success-stories/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/category/general/,audit/metadata,medium,Duplicate title across 2 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 2 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/category/general/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/tag/smart-label/,audit/metadata,medium,Duplicate title across 2 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 2 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/tag/smart-label/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/tag/smart-city/,audit/metadata,medium,Duplicate title across 2 pages,,"{""category"": ""metadata"", ""issue"": ""Duplicate title across 2 pages"", ""severity"": ""medium"", ""url"": ""https://ambimat.com/tag/smart-city/""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,audit finding as reported; not re-verified against the live site,medium (as-reported),
https://ambimat.com/about/,weak_page,high,Duplicate intent vs https://ambimat.com/about/company-overview/,,"{""url"": ""https://ambimat.com/about/"", ""issue"": ""Duplicate intent vs https://ambimat.com/about/company-overview/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/ambi-con/,weak_page,high,Duplicate intent vs https://ambimat.com/categories/ambi-con/,,"{""url"": ""https://ambimat.com/ambi-con/"", ""issue"": ""Duplicate intent vs https://ambimat.com/categories/ambi-con/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/choosing-the-right-surface-finish-for-your-pcb-project-based-on-application/,weak_page,high,Duplicate intent vs https://ambimat.com/choosing-the-right-surface-finish-for-your-pcb-project-based-on-performance-needs/,,"{""url"": ""https://ambimat.com/choosing-the-right-surface-finish-for-your-pcb-project-based-on-application/"", ""issue"": ""Duplicate intent vs https://ambimat.com/choosing-the-right-surface-finish-for-your-pcb-project-based-on-performance-needs/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/developer-resources/list-of-application-identifiers-aid/,weak_page,high,Duplicate intent vs https://ambimat.com/complete-list-of-application-identifiers-aid/,,"{""url"": ""https://ambimat.com/developer-resources/list-of-application-identifiers-aid/"", ""issue"": ""Duplicate intent vs https://ambimat.com/complete-list-of-application-identifiers-aid/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/emv-application-selection/,weak_page,high,Duplicate intent vs https://ambimat.com/emvtm-application-selection/,,"{""url"": ""https://ambimat.com/emv-application-selection/"", ""issue"": ""Duplicate intent vs https://ambimat.com/emvtm-application-selection/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/holistic-iot-security-architecture-for-smart%e2%80%91city-street%e2%80%91light-controllers/,weak_page,high,Duplicate intent vs https://ambimat.com/holistic-iot-security-architecture-for-smart%e2%80%91city-street%e2%80%91light-controllers/,,"{""url"": ""https://ambimat.com/holistic-iot-security-architecture-for-smart%e2%80%91city-street%e2%80%91light-controllers/"", ""issue"": ""Duplicate intent vs https://ambimat.com/holistic-iot-security-architecture-for-smart%e2%80%91city-street%e2%80%91light-controllers/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/success-stories/,weak_page,high,Duplicate intent vs https://ambimat.com/success-stories/,,"{""url"": ""https://ambimat.com/success-stories/"", ""issue"": ""Duplicate intent vs https://ambimat.com/success-stories/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/authentication/,weak_page,high,Duplicate intent vs https://ambimat.com/tag/multifactor-authentication/,,"{""url"": ""https://ambimat.com/tag/authentication/"", ""issue"": ""Duplicate intent vs https://ambimat.com/tag/multifactor-authentication/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/automation/,weak_page,high,Duplicate intent vs https://ambimat.com/tag/industrial-automation/,,"{""url"": ""https://ambimat.com/tag/automation/"", ""issue"": ""Duplicate intent vs https://ambimat.com/tag/industrial-automation/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/automotive-security/,weak_page,high,Duplicate intent vs https://ambimat.com/tag/security/,,"{""url"": ""https://ambimat.com/tag/automotive-security/"", ""issue"": ""Duplicate intent vs https://ambimat.com/tag/security/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/cold-chain-logistics/,weak_page,high,Duplicate intent vs https://ambimat.com/cold-chain-logistics/,,"{""url"": ""https://ambimat.com/tag/cold-chain-logistics/"", ""issue"": ""Duplicate intent vs https://ambimat.com/cold-chain-logistics/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/fast-identity-online-fido/,weak_page,high,Duplicate intent vs https://ambimat.com/fast-identity-online-fido/,,"{""url"": ""https://ambimat.com/tag/fast-identity-online-fido/"", ""issue"": ""Duplicate intent vs https://ambimat.com/fast-identity-online-fido/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/general/,weak_page,high,Duplicate intent vs https://ambimat.com/category/general/,,"{""url"": ""https://ambimat.com/tag/general/"", ""issue"": ""Duplicate intent vs https://ambimat.com/category/general/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/iot-security/,weak_page,high,Duplicate intent vs https://ambimat.com/tag/iot/,,"{""url"": ""https://ambimat.com/tag/iot-security/"", ""issue"": ""Duplicate intent vs https://ambimat.com/tag/iot/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/tag/iot-security/,weak_page,high,Duplicate intent vs https://ambimat.com/tag/security/,,"{""url"": ""https://ambimat.com/tag/iot-security/"", ""issue"": ""Duplicate intent vs https://ambimat.com/tag/security/"", ""severity"": ""high"", ""action"": ""Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL.""}",raw/seo/seo_tracker_reports/report_20260731_112213.json,content/duplication finding as reported; editorial judgement required,medium (as-reported),"suggested action: Differentiate or consolidate. If the two pages target the same query, merge into one cornerstone and 301-redirect the thinner URL."
https://ambimat.com/ambi-space/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/ambi-sense/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/ambi-pay/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/ambi-secure/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/refund-cancellation-policy/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/terms-conditions/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/ambi-power/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/ambi-con/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/by-industry/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/by-technologies/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/f1tenth/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/event/ambimat-history/,internal_links/orphan,medium,no internal inbound links found in crawl,,orphans[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported orphan within the crawled set only,medium (as-reported),
https://ambimat.com/workplace-security-how-biometrics-is-the-key-to-the-new-normal/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/how-secure-is-5g-really/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/a-hardware-start-up-part-2-ideationconceptualization/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/the-story-of-yet-another-framework-propeller-2/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/is-passwordless-the-right-choice-for-organization/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/debunking-3-misconception-about-cybersecurity/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/cyber-security-best-practices-with-the-proliferation-of-employees-working-from-home/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/built-in-fido-authenticators/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/steps-to-go-passwordless/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/steps-to-keep-organizational-credential-safe/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/perils-to-circumvent-when-shifting-to-passwordless-technology/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/security-tips/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/features-to-consider-on-route-to-digital-transformation/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/the-risks-of-hybrid-employment-for-security/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/the-importance-of-digital-id-in-cybersecurity/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/rethink-your-companys-data-security-strategy/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/quantum-computings-rising-cybersecurity-threat/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/phishing-assaults-are-becoming-more-common-are-you-prepared/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/is-there-a-secure-way-to-distribute-passwords-in-an-organisation/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/identity-biometrics/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/how-might-verification-efficiency-help-the-aviation-industry-achieve-its-net-zero-goals-what-is-verification-efficiency/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/how-does-identity-verification-work-and-is-my-data-secure/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/getting-an-accurate-biometric-security-key/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/developing-an-unphishable-security-key/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/demonstration-of-an-ecosystem-how-identity-federation-id-proofing-and-strong-authentication-protect-digital-identities/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/defending-your-company-against-ransomware-assaults/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/defending-the-healthcare-industry-from-cyber-threats/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/citizens-expectations-of-a-digital-identity-wallet/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/biometrics-airport-technologys-future/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/attempting-to-protect-the-future-of-iot-devices/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/what-is-token-based-authentication/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/user-experience-with-passwordless-authentication-edited/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/user-adoption-of-multi-factor-authentication/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/how-will-authentication-based-security-change/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/how-does-passwordless-authentication-works/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
https://ambimat.com/ransomware-anatomy/,internal_links/under_linked,low,few internal inbound links,,under_linked[],raw/seo/seo_tracker_reports/report_20260731_112213.json,reported as under-linked within the crawled set,medium (as-reported),
